label1;label2;label1_2;label2_2;sentence;filename;sentid
;;;;Het kàn bijna niet anders of ik heb in mijn jeugd een werk van zijn hand gelezen .;output_part00009.sents.gz;9884_2.p.1.s.2
;;2;;De problematiek moet een eigentijds beeld schetsen , maar omhelst in dit verhaal ongeveer elk modern sociaal probleem : de verschillen tussen man en vrouw , de druk op de werkende ouder , een kind dat wordt gepest op school , een open relatie ja/nee , het moeten loslaten van (klein-)kinderen , enzovoort .;output_part00011.sents.gz;3482_2.p.4.s.4
2+;;4+;;Wat ik wel sterk vind aan het boek is de vorm .;output_part00001.sents.gz;10842_2.p.6.s.1
;;;;Het huis anubis is echt een serie uit mijn jeugd , ik zat elke avond stipt op tijd voor de volgende aflevering en heb de boeken verslonden .;output_part00004.sents.gz;14980_2.p.1.s.1
2-;;1-;;Het taalgebruik is ook onprettig spontaan , als van heel simpele mensen .;output_part00022.sents.gz;13462_2.p.1.s.8
2+;;2+;;Maar , zoals het een goede misdaadroman betaamt , weet je niet zeker of de moorden nu ook zijn opgelost .;output_part00063.sents.gz;21630_2.p.1.s.22
3-;;3-;;Personages waren niet echt uitgewerkt , het ging gewoon over een moord die moest worden opgelost .;output_part00008.sents.gz;17594_2.p.1.s.3
5+;;5+;;Het is gewoon een leuk tussendoortje .;output_part00017.sents.gz;11798_2.p.3.s.1
1;;1;3;Liefdesduivel wordt langzaam opgebouwd , alles wordt uitgelegd en relaties worden uitgediept .;output_part00023.sents.gz;14046_2.p.1.s.8
;;;;Daarom was ik ook erg benieuwd naar deze ‘ Verboden vrucht’-reeks .;output_part00021.sents.gz;2284_2.p.1.s.3
;;4;;Ik ben altijd een beetje sceptisch tegenover Nederlandse thrillers en met name als ze literair genoemd worden .;output_part00011.sents.gz;18152_2.p.1.s.1
2-;;2-;;Vervolgens heeft Molist de uitgever z'n zin gegeven , zonder te willen snijden in de verhaallijn en verhaalelementen , terwijl hij dit toch echt beter had kunnen doen .;output_part00001.sents.gz;12678_2.p.1.s.23
2+;;1+;2-;Dun , begrijpelijke taal , geen moeilijke plotwendingen , leest lekker en als je op de plaats van bestemming bent , kun je het onmiddellijk weer vergeten of zoals tegenwoordig het geval , lekker in de trein laten liggen voor de volgende ...;output_part00008.sents.gz;3274_2.p.1.s.2
;;5-;;In Weerloos heb ik dit wat gemist .;output_part00011.sents.gz;6206_2.p.1.s.3
5;;4;;Verder leek het op een tragische roman .;output_part00022.sents.gz;16056_2.p.7.s.6
;;;;Josine Marbus ( 1966 ) publiceerde eerder vier goed ontvangen romans en heeft voor Waar je ook heen gaat verregaand geput uit eigen ervaringen .;output_part00017.sents.gz;15312_2.p.2.s.1
2;;2-;;Het verhaal is voor een deel voorspelbaar .;output_part00026.sents.gz;36_2.p.1.s.16
2;;1+;;Het leest heel vlot omdat er tempo in het verhaal zit , maar nergens voel ik enige emotie .;output_part00024.sents.gz;7532_2.p.3.s.2
;;;;We weten dat voor hen die God liefhebben , alle dingen meewerken ten goede . ’;output_part00004.sents.gz;16004_2.p.11.s.3
2-;;1-;;Toch is dit alles , zeker in het begin van het boek , nogal oppervlakkig en afstandelijk beschreven .;output_part00063.sents.gz;20968_2.p.1.s.29
2-;;2-;;Veel gebeurtenissen waren erg voorspel .;output_part00007.sents.gz;9670_2.p.1.s.7
;;;;Zal de relatie stand kunnen houden ?;output_part00023.sents.gz;2814_2.p.1.s.14
;;;;Maar Barnes raakt zo veel andere onderwerpen rondom Flaubert aan , in de vorm van romanpersonage Geoffrey Brathwaite , een Engelse arts , weduwnaar en hevig geïnteresseerd in Flaubert .;output_part00021.sents.gz;4838_2.p.2.s.2
;;;;Het spel zonder grenzen begint , de spelregels zijn bepaald .;output_part00008.sents.gz;17126_2.p.2.s.4
5-;;5-;;Hoewel het kanp is mij meermalen boven een thriller in slaap te laten vallen kan dit niet de bedoeling geweest zijn .;output_part00012.sents.gz;6396_2.p.2.s.2
3;;;;Maar Allan is helemaal niet blij met alle aandacht en met de festiviteiten die rond zijn persoon georganiseerd zijn .;output_part00023.sents.gz;5240_2.p.2.s.2
5-;;;;Dat is niet in het boek terug te vinden .;output_part00015.sents.gz;2032_2.p.1.s.13
;;;;Op haar werk wordt ze apart genomen en krijg ze te horen dat Ed een ongeluk heeft gehad , en het niet heeft overleeft .;output_part00062.sents.gz;21114_2.p.1.s.12
2;;1-;;Het voelde bijna aan alsof de schrijver boos is op ons lezers , zo kortaf was het zo nu en dan .;output_part00009.sents.gz;18884_2.p.2.s.3
5-;;5-;;ALs je een keuze hebt om andere boeken te lezen over dit onderwerp dan zijn er betere op de markt .;output_part00012.sents.gz;17964_2.p.6.s.1
2+;;;;Op dit punt valt elke lezer van zijn stoel .;output_part00019.sents.gz;7240_2.p.5.s.11
;;;;Maar hoe komt het dat er zoveel tegenstrijdige verklaringen zijn en waarom moesten de piloten zo vlug mogelijk het vliegtuig terug naar Engeland vliegen ?;output_part00014.sents.gz;19456_2.p.10.s.3
;;;;De man is ineens omgevallen en heeft een steekwond , niemand heeft de dader gezien .;output_part00023.sents.gz;13326_2.p.1.s.2
2-;5+;2-;1+;Het einde wordt voor mijn gevoel een beetje afgeraffeld , maar zeker een prettig boek om te lezen .;output_part00001.sents.gz;19854_2.p.3.s.2
;;;;"De uitspraak "" voor ons Nederlanders "" gaat dus ook hier niet op ..";output_part00017.sents.gz;4006_2.p.1.s.4
2;;;;Als dit boekje in verkeerde handen valt , loopt de hele ridderorde gevaar .;output_part00025.sents.gz;4164_2.p.1.s.8
;;;;Samen met haar zuster Eva ( Auteur ) geven ze samen schijfcursussen en schrijfworkshops .;output_part00002.sents.gz;11468_2.p.1.s.3
2;3;;;In de garage komt ze goed overeen met Frank en Liam , wanneer ze tijdens een personeelsfeestje bij de karting haar kunnen als chauffeur toont , wordt ze door haar baas ingeschakeld om ’ s nacht voor een criminele bende te rijden .;output_part00003.sents.gz;7970_2.p.1.s.6
;;;;Een vrouw die , tegen alle verwachtingen in , Chris na 6 jaar verliet .;output_part00028.sents.gz;15098_2.p.2.s.5
2;;3-;;Soms is het deel van Tully echt te deprimerend om te lezen .;output_part00064.sents.gz;20358_2.p.5.s.2
2-;;1-;;Een te groot percentage van het verhaal wordt besteed aan Villa Papillon en vreemdgaan , waardoor er niet veel ruimte meer overblijft om een degelijk spannend verhaal te vertellen .;output_part00001.sents.gz;9998_2.p.1.s.13
;;;;Smelt anderhalve eetlepel boter in een grote pan op een middelmatig vuur tot ze een hazelnootkleur krijgt .;output_part00019.sents.gz;9026_2.p.5.s.5
;;;;Zal het het tweetal lukken Philip op tijd uit de handen van zijn ontvoerders te bevrijden ?;output_part00026.sents.gz;610_2.p.2.s.5
5-;;2-;;Het toevoegen van racisme en vluchtelingenproblematiek maakt het boek volgens sommigen geëngageerd , maar ook dit vond ik zelf wat te makkelijk en clichématig gedaan .;output_part00014.sents.gz;17714_2.p.1.s.4
;;;;De dode man in het atelier is een bekende kruimeldief van wie niemand zich kan voorstellen dat die iets met de moord te maken heeft .;output_part00028.sents.gz;4324_2.p.1.s.12
2;;1;2;Een losse samenhang van korte hoofdstukken over een depressie , met af en toe iets bruikbaars ertussen .;output_part00015.sents.gz;8400_2.p.1.s.1
;;5-;;De thriller Tweegevecht kabbelt daarentegen lange tijd als een meanderend beekje voort .;output_part00016.sents.gz;8952_2.p.3.s.7
;;;;Dit kan gewoon geen toeval zijn en Herman is overtuigd dat een van zijn vrienden hem erin probeert te luizen .;output_part00011.sents.gz;6950_2.p.1.s.10
;;;;Het derde deel van de succesvolle ‘ Mijn nacht’-trilogie van Jodi Ellen Malpas is Mijn nacht ontbloot .;output_part00020.sents.gz;2164_2.p.1.s.1
;;1+;;Ook het ongeluk wordt volledig uit de doeken gedaan en zelfs vanuit verschillende standpunten .;output_part00027.sents.gz;7534_2.p.1.s.6
5+;;5+;;Een prima boek dus voor op het strand .;output_part00001.sents.gz;620_2.p.5.s.4
;;;;Een aantal van zijn boeken werd al bewerkt voor film of TV .;output_part00002.sents.gz;8038_2.p.1.s.4
2-;;2-;;Ik heb notities moeten maken omdat ik het spoor bijster raakte zoveel namen kwamen er in voor .;output_part00011.sents.gz;12682_2.p.4.s.2
2-;;1-;;Want op Mars is verder ook niet veel te beleven en daardoor zijn die hoofdstukken wat veel van hetzelfde .;output_part00004.sents.gz;5104_2.p.2.s.4
5;;;;Ik weet niet goed wat ik over dit boek moet zeggen .;output_part00012.sents.gz;4390_2.p.1.s.1
2-;;2-;;De spanning ontbreekt grotendeels en het plot wordt in mijn ogen wat slordig uitgewerkt .;output_part00012.sents.gz;14330_2.p.1.s.10
;;;;Dat die man dat uberhaupt wil .;output_part00014.sents.gz;19762_2.p.4.s.3
5-;;2-;;Jammer genoeg staat het boek vol onwaarschijnlijkheden .;output_part00026.sents.gz;634_2.p.1.s.8
;;3;;Ook al omdat er voor de dader geen enkel element in het boek aangeeft dat hij zo een nerd is , integendeel , zijn groot dada is schilderen !;output_part00023.sents.gz;15520_2.p.1.s.5
;;;;In een verongelukte wagen wordt een kinderlijkje aangetroffen , gruwelijk verbrand .;output_part00010.sents.gz;4328_2.p.1.s.4
;;;;Nou Annejet , in jouw en mijn jeugdjaren was er niet veel meer te doen in de avonduren !;output_part00027.sents.gz;7010_2.p.1.s.20
2;;;;Alsof dat nog niet erg genoeg is , botst ze op een dag tegen Adele op , waarmee ze bevriend raakt .;output_part00012.sents.gz;18842_2.p.2.s.3
1-;;2-;;De spanning ontbreekt volkomen .;output_part00028.sents.gz;19224_2.p.1.s.9
;;;;Daarvoor mogen we haar heel dankbaar zijn .;output_part00064.sents.gz;22118_2.p.1.s.3
;;;;De overeenkomsten tussen Meis en de films lijken soms vergezocht .;output_part00020.sents.gz;16484_2.p.4.s.6
2-;;2-;;In een geforceerde poging om zo postmodern mogelijk te zijn word er veel toegeschreven aan de rol van het toeval .;output_part00012.sents.gz;18452_2.p.1.s.4
5-;;5-;;Helaas werden mijn hoge verwachtingen niet waargemaakt ..;output_part00006.sents.gz;18848_2.p.1.s.2
;;;;Het vagevuur is – heel kort gezegd – een louteringsproces voor zondaars , de ‘ wachtkamer ’ ter uitzuivering van zonden , waarna de geperfectioneerde menselijke ziel de hemel kan betreden .;output_part00022.sents.gz;1154_2.p.1.s.3
5+;;;;Het boek , Fresh Kills zou pas in 2008 gepubliceerd worden en werd meteen bekroond met de Amazon breakthrough novel award , een genre overschrijdende prijs voor debuterende auteurs .;output_part00064.sents.gz;21540_2.p.1.s.8
;;;;Ik ben het met de reactie van Irish Lady eens .;output_part00015.sents.gz;2186_2.p.1.s.1
2-;;1-;;Met name de passages rond financiële constructies zijn dan ook niet bijster interessant .;output_part00002.sents.gz;2258_2.p.1.s.19
;;4;;Ook deze uitgever kiest voor het predicaat ‘ literaire thriller ’ op de omslag .;output_part00014.sents.gz;14012_2.p.1.s.8
5-;;5-;;De lezer krijgt op deze manier niet veel ruimte voor eigen inbreng , iets wat ik persoonlijk jammer vind .;output_part00020.sents.gz;5470_2.p.4.s.3
3;;;;Alleen Nick zou de code kunnen ontcijferen en toegang krijgen tot deze belangrijke informatie .;output_part00019.sents.gz;10782_2.p.1.s.15
3;;;;Behalve het meisje heeft Horn nog meer patiënten .;output_part00001.sents.gz;19292_2.p.2.s.1
5;;1+;;Het boekje is wel vlot geschreven en waarschijnlijk zullen verschillende mensen zich kunnen vinden in de frustraties die Helle voelt voor haar gezinsleden .;output_part00021.sents.gz;4526_2.p.2.s.1
;;;;Het klopt niet , drank verschijnt en verdwijnt .;output_part00008.sents.gz;10294_2.p.1.s.35
5-;;5-;;Helaas werd het er niet echt beter op toen ik weer begon .;output_part00191.sents.gz;91638_3.p.1.s.4
;;;;Ga er maar aanstaan als politie , wetende dat je van het volk geen medewerking krijgt , dat je van de toenmalige slachtoffers en nabestaanden geen medewerking krijgt , dat iedereen het eigenlijk wel goed vindt dat ze weg zijn .;output_part00290.sents.gz;97906_3.p.1.s.15
;;;;Houdt ze vast aan de YA-clichés of toch weer niet ?;output_part00273.sents.gz;104045_3.p.1.s.40
3+;;3;;In de loop van het verhaal begin je de personages beter te leren kennen , met behulp van de tegenwoordige tijd en alles wat zich daarvoor af heeft gespeeld .;output_part00325.sents.gz;99788_3.p.2.s.9
2-;;2-;;Aan het einde van het boek hoop je dat ze de dader terug pakken , maar het einde viel bij mij eerlijk gezegd nogal tegen .;output_part00311.sents.gz;111473_3.p.2.s.6
;;;;Hij schildert God eerder af als een fascist en duidt de echte Schriftgeleerden aan als de ware schuldigen .;output_part00283.sents.gz;108464_3.p.3.s.7
1;;1;;Maar het taalgebruik is niet echt ' kinderlijk ' te noemen .;output_part00214.sents.gz;97584_3.p.1.s.8
;;;;- Deze recensie op mijn weblog .;output_part00294.sents.gz;97215_3.p.16.s.6
;;;;De ring was van neef Frans , ook wel ‘ bommenneef ’ .;output_part00236.sents.gz;108631_3.p.2.s.2
2-;;1-;;De verschillende gebeurtenissen worden niet uitgewerkt en personages komen langs en verdwijnen weer , alhoewel ze soms interessant lijken .;output_part00121.sents.gz;105698_3.p.1.s.14
5+;;5+;;Het is een boek dat je leest en dat je zeker vermaakt .;output_part00362.sents.gz;99061_3.p.3.s.2
;;;;Maar dat was wel oprecht op zijn plaats geweest .;output_part00184.sents.gz;108994_3.p.4.s.2
2;;;;Na de moeder , praat ze ook met de vader , ze zoekt de Chinese jeugdvriend van de zoon op en reist tenslotte zelf naar Bali .;output_part00321.sents.gz;96923_3.p.4.s.5
5+;;2+;;Ik heb dit boek in 1 ruk ( nu ja , 2 avonden ) uitgelezen omdat ik echt wou weten hoe het verhaal nu in elkaar zat en wat de reden was waarom Eva het voorstel aan Ivo doet om vreemd te gaan .;output_part00252.sents.gz;107799_3.p.1.s.1
;;;;Op de meest bizarre manieren komt de op handen zijnde verstilling tot uiting , tot aan een tuin van plastic toe .;output_part00348.sents.gz;102701_3.p.1.s.4
1+;1-;;;Soms moest ik wel lachen om het gefilosofeer , soms ergerde ik me eraan .;output_part00353.sents.gz;103629_3.p.4.s.10
1+;1-;2-;;Goed , het draait dan vooral om het overtuigen , dat is in principe een goed en interessant gegeven , maar het jasje waarin het verpakt is , is nogal onwerkelijk .;output_part00233.sents.gz;99116_3.p.4.s.5
2-;;2-;;De ontknoping is wel erg simpel en het einde ongeloofwaardig en saai .;output_part00166.sents.gz;112252_3.p.2.s.27
3;;;;Raphaël schrikt er erg van en laat Anna in haar eentje achter .;output_part00247.sents.gz;111544_3.p.1.s.3
2;;3;;"Veel speelt zich af in het hoofd van Constant Wegman , die steeds wat ouder wordt en zich probeert te wapenen met een "" eigen "" wereld die hem staande moet houden in een wereld van onbetrouwbare volwassenen .";output_part00174.sents.gz;117917_3.p.1.s.5
;;;;Ook ik heb al mijn hele leven interesse in filosofie en religie , heb daar van alles over gelezen en er inmiddels ook veel aansprekende tekstenfragmenten over verzameld .;output_part00104.sents.gz;99409_3.p.1.s.3
;;;;“ Wie wil weten hoe machtig een land is , moet beginnen met een analyse van de geografie ” , aldus Robert D. Kaplan .;output_part00077.sents.gz;117005_3.p.1.s.1
2;;2;;Het plot van het boek wordt dan ook mondjesmaat , stap voor stap onthuld .;output_part00125.sents.gz;115567_3.p.5.s.1
2;3;3;;Peter is een 17-jarige wiskunde genie toch heeft dit talent een keerzijde paniekaanvallen overheersen zijn leven , onder de vleugels van zijn tweelingzus Anabel en zijn moeder probeert hij in een wereld te overleven waar cijfers heersen .;output_part00242.sents.gz;111841_3.p.1.s.1
;;3;;In ‘ Toen het donker werd ’ speelt het gezin Riebeek de hoofdrol .;output_part00128.sents.gz;99241_3.p.1.s.1
;;;;Verwaarloos hun opvoeding en scholing , en laat ze volwassen worden in een wereld vol extreme politieke spanningen .;output_part00128.sents.gz;96800_3.p.1.s.3
2;;;;Zo is de titel wel een heel erg expliciete verwijzing naar het klassieke “ Frankenstein ” van Mary Shelley en het zal de lezer niet verrassen dat deze korte roman gaat over het scheppen van menselijk leven .;output_part00092.sents.gz;103092_3.p.1.s.2
2+;;2+;;Langzaamaan wordt alles duidelijk , komen de verschillende verhaallijnen samen en is er een heel sterke ontknoping .;output_part00251.sents.gz;107058_3.p.5.s.3
5+;;;;Zijn nieuwe roman ‘ Peachez , een romance ‘ , wordt al door de Volkskrant het meest romantische boek van het jaar genoemd .;output_part00131.sents.gz;101716_3.p.1.s.5
2;;;;Alle mogelijke theorieën komen aan bod en meerdere verdachten passeren de revue .;output_part00234.sents.gz;95759_3.p.1.s.13
5;;;;Ik twijfel tussen 3 en 4 sterren .;output_part00371.sents.gz;116726_3.p.1.s.1
3;;;;Ik heb namelijk geen idee waarom Ate zo eenzaam is en hoe het contact met Baptiste tot stand gekomen is .;output_part00265.sents.gz;116009_3.p.1.s.4
3-;2+;1-;;Met een subtielere beschrijvingen van de personen , niet vanuit 1 gezichtspunt , zouden ze beter tot leven gekomen zijn en had het bevreemdende gevoel versterkt wat zeker in dit boek te vinden is .;output_part00361.sents.gz;108785_3.p.2.s.7
2;;;;Als voorbereiding reist het gezelschap af naar Rusland om daar een zeer lucratieve tour te doen en 3 vriendschappelijke wedstrijden te spelen in Sint Petersburg en Moskou .;output_part00283.sents.gz;116110_3.p.1.s.2
2;;;;De Mechelse politie gaat op onderzoek en komt via informatie terecht in een jeugdcafé .;output_part00365.sents.gz;102267_3.p.2.s.6
1+;2-;5-;;Dit drijft met momenten de spanning op , maar zorgt er soms ook voor dat het verhaal even zo alledaags lijkt dat het even saai wordt om te lezen .;output_part00117.sents.gz;100200_3.p.4.s.4
3;;;;Dit verhaal draait rond Stefan , een popster in dienst van productiehuis Studio1000 met als doelpubliek kinderen met overgewicht .;output_part00331.sents.gz;101497_3.p.4.s.1
;;;;Sleigh schreef eerder Die Buiteposte .;output_part00299.sents.gz;114560_3.p.14.s.4
;;;;Dat vond ik lastig in het begin .;output_part00109.sents.gz;109631_3.p.1.s.2
5;;;;Vol technische snufjes die passen bij de nieuwe tijd in combinatie met het ‘ ouderwetse ’ vluchtwerk en de vele explosies .;output_part00249.sents.gz;92599_3.p.3.s.2
1-;;5-;;Het zijn kleine foutjes , jazeker , maar het is toch een kleine stoorzender voor de film die de lezer in zijn hoofd afspeelt .;output_part00240.sents.gz;103992_3.p.1.s.28
2+;;2+;;Het laatste 1/3 gedeelte van het boek vond ik wel aardig om te lezen omdat in dat stuk veel dingen gebeuren en de sfeer positief is .;output_part00250.sents.gz;100189_3.p.3.s.4
;;2;;Ze bestuderen de drang van mensen om elkaar aan te raken en het verlangen om aangeraakt te worden .;output_part00199.sents.gz;111183_3.p.2.s.4
5;;;;Of dit alles voldoende is om de twee volgende delen even interessant te houden , zal de tijd leren .;output_part00178.sents.gz;91728_3.p.1.s.23
;;;;Een zware hamer donderde vlak voor zijn neus neer en miste hem op een haar na . ’;output_part00244.sents.gz;102938_3.p.1.s.31
;;;;Haar moeder was vooral afwezig .;output_part00123.sents.gz;100096_3.p.2.s.3
5-;;2+;1-;Nu zijn dit interessante thema’s en als Hill het allemaal ineen had kunnen weven tot een samenhangend en logisch geheel , had hij inderdaad een moderne klassieker in de geest van Garp of David Copperfield geschreven .;output_part00356.sents.gz;97090_3.p.2.s.2
;;;;Dan krijgt hij de kans om een baan met aanzien te krijgen , importeur van Edammer kaas .;output_part00273.sents.gz;114996_3.p.1.s.2
5-;;;;Hoewel Hetty een nieuw oorlogsverhaal bevat , kruipt het toch niet geheel uit het hoekje ‘ oorlogsboeken ’ .;output_part00327.sents.gz;92875_3.p.6.s.1
;;;;Wat doet iedereen , hoe zijn ze die tien jaar doorgekomen en hoe hebben ze hun leven verder vormgegeven ?;output_part00117.sents.gz;95042_3.p.4.s.3
5-;;;;Ik vind het erg jammer maar ik geef 2 * * ( * ) .;output_part00276.sents.gz;104942_3.p.3.s.15
5;;2-;;Jammer genoeg moet er veel uitgelegd worden en is dit boek een noodzakelijk middenstuk .;output_part00189.sents.gz;109794_3.p.1.s.2
;;;;Daarbij komt ook nog dat Harper de tijd kan verplaatsen óf zichzelf in de tijd verplaatst , waarbij hij zowel dingen in het verleden , het heden én in de toekomst beleeft .;output_part00170.sents.gz;109923_3.p.1.s.22
;;;;Hij is niet op zoek naar de consequenties die geavanceerde technologieën op de samenleving hebben of hoe ze omgangsvormen , ethiek , normen en waarden en cultuur zullen beïnvloeden .;output_part00136.sents.gz;91885_3.p.11.s.3
2-;;1-;;In het eerste deel zijn er veel afwisselende momenten , echter merkte ik wel op dat het lijkt alsof de schrijfster niet geheel wist welke kant het verhaal op moet gaan .;output_part00234.sents.gz;118252_3.p.3.s.1
2;;;;Een adellijke , rijke familie in een groot landgoed , personeel , dat zich zeer betrokken voelt bij ' de familie ' , een dochter , die ongewenst zwanger raakt .;output_part00134.sents.gz;94852_3.p.1.s.2
;;2;1+;Plot 6 , Spanning 6 , Schrijfstijl 7 , Originaliteit 9 , Leesplezier 6;output_part00243.sents.gz;111037_3.p.6.s.1
3;;;;Ze woont zelfs op de rivier , in een vertakking die Deptford Creek heet .;output_part00247.sents.gz;114115_3.p.2.s.2
2+;;2+;;Een onderwerp dat weinig schrijvers zullen aanroeren en juist daarom was mijn interesse gewekt .;output_part00068.sents.gz;95118_3.p.1.s.4
2;;;;Curaçao wordt in het boek niet beschreven als het idyllische eiland , maar laat een duistere kant zien .;output_part00114.sents.gz;110926_3.p.12.s.1
3;;;;Haar directe collega Diego gebruikt dit weekend om aan zijn problemen thuis te ontsnappen , maar aan problemen ontkomt hij niet .;output_part00233.sents.gz;107205_3.p.2.s.4
3;;3;;Het boek gaat over Sonja , een boerendochter en het verhaal speelt zich af tijdens WOI .;output_part00148.sents.gz;107046_3.p.1.s.1
2;;;;Ook in Seattle wordt een dubbele moord gepleegd .;output_part00274.sents.gz;99067_3.p.1.s.9
;;;;Als kind was hij de slimste van de klas , maar hij komt uit de verkeerde kaste en daar geraak je niet uit .;output_part00194.sents.gz;97175_3.p.1.s.8
;;;;Welke maatregelen van de NSA zijn eigenlijk geoorloofd om de vrede te bewaren ?;output_part00191.sents.gz;115210_3.p.1.s.5
2;;;;Het verhaal start eigenlijk meteen met de ontsnapping van haar vader uit de gevangenis en door middel van flasbacks wordt geleidelijk aan meer verteld over de jeugd van Helena , de moeilijke band met haar moeder en de haat/liefde verhouding met haar vader .;output_part00360.sents.gz;103010_3.p.3.s.1
;;;;Moeten we soms niet gewoon iets doen ?;output_part00137.sents.gz;113382_3.p.6.s.7
;;5+;;Nu dus : wel goed maar toch niet helemaal !;output_part00128.sents.gz;110722_3.p.1.s.31
5;;5+;;Het is een geweldig boek maar met een soort van plussen en minnen kom ik dan zo op 3,5 uit .;output_part00176.sents.gz;117519_3.p.3.s.5
3;;;;Toch slaagt ze erin om hulp in te roepen van het basiskamp .;output_part00125.sents.gz;118327_3.p.1.s.9
3;;;;Niet heel verrassend was het antwoord op de tweede vraag voor Bianca “ De wereld overnemen ” .;output_part00175.sents.gz;106075_3.p.1.s.15
5+;;5+;;Krachtmeting is een spannend en krachtig boek dat voor kortdurend leesplezier zorgt .;output_part00216.sents.gz;95228_3.p.1.s.1
2;;;;Op school wordt vooral dialect gesproken tussen de collega’s en Karine begrijpt niets van dat taaltje .;output_part00121.sents.gz;112351_3.p.6.s.1
;;;;Twee bekende figuren uit het oeuvre van Potter komen zo nog even piepen .;output_part00232.sents.gz;114394_3.p.3.s.10
5+;;2+;;Ingenieus bedacht , evenals de diepere laag van de zoektocht naar God , maar toch ...;output_part00322.sents.gz;113889_3.p.1.s.4
2-;;1-;;Het heen en weer springen van de huidige verteltijd van Evie naar de zomer van 1969 is een beetje rommelig en ik raakte er af en toe door in de war .;output_part00203.sents.gz;97410_3.p.1.s.12
;;;;Waar wel gelijkheid in moet bestaan is man/vrouw , en dat vond ik zeer frappant hoe onontwikkeld we daar nog in zijn .;output_part00237.sents.gz;92967_3.p.1.s.6
;;;;De strijd van een jonge man om te ontsnappen aan het milieu waar hij eens thuishoorde .;output_part00219.sents.gz;99494_3.p.1.s.1
2;;;;In de tweede verhaallijn speelt een zekere Karol Piunesku de hoofdrol .;output_part00092.sents.gz;113791_3.p.2.s.1
5+;;;;Aan de fans van magisch realisme zou ik eerder Veenland van Daisy Johnson aanraden - een verhalenbundel met sterke vrouwen in de hoofdrol .;output_part00381.sents.gz;118438_3.p.2.s.43
5;;2-;;Nu bleef ik achter met een paar absoluut brute scenes op mijn netvlies , een hoop vraagtekens en een beetje een onbevredigd gevoel .;output_part00162.sents.gz;104614_3.p.1.s.7
2;;;;Op zijn werk krijgt haar man een telefoontje dat zijn twee kinderen alleen thuis zijn en dat er van zijn vrouw geen spoor is .;output_part00120.sents.gz;118008_3.p.2.s.6
;;;;Of bewijst hij dat hij inmiddels volwassen is geworden ?;output_part00312.sents.gz;108801_3.p.1.s.9
3-;;;;Alle kickass eigenschappen lijken ineens weg .;output_part00122.sents.gz;118339_3.p.3.s.6
2;;;;Het boek begint met een overzicht van de Regionale keukens van de Verenigde Staten en een opsomming van een aantal specialiteiten .;output_part00370.sents.gz;99617_3.p.8.s.3
;;2;;Een verwijzing naar Goethe ( Geest ) en de nazies ( Beest ) .;output_part00229.sents.gz;104356_3.p.1.s.18
;;;;Er hangt een sfeer van verveling , frustratie , eenzaamheid .;output_part00109.sents.gz;98141_3.p.2.s.4
2;;2+;;Het Ronde Huis heeft een thema dat tot de verbeelding spreekt : oude Germaanse rituelen , vrouwen die daarbij geofferd werden en de nasleep daarvan in de huidige tijd .;output_part00292.sents.gz;97442_3.p.1.s.1
5+;;5+;;Ok , dat is een vrij klassiek gegeven , maar toch leest dit boek heerlijk weg .;output_part00148.sents.gz;95293_3.p.2.s.2
2-;2+;2-;5+;Een voorspelbaar , ongeloofwaardig , maar toch lekker verhaal , dat is Zand erover .;output_part00294.sents.gz;101402_3.p.7.s.5
5+;;2+;;Op dat punt was het boek wel een succes , het heeft me nieuwsgierig gemaakt naar de geschiedenis van Japan .;output_part00171.sents.gz;102236_3.p.1.s.3
3;;;;Ferreras heeft een ontstellend groot ego en een doorzettingsvermogen waar je u tegen zegt .;output_part00075.sents.gz;96261_3.p.2.s.8
2;;;;Maar ook allerlei zaken die op dat moment door iedereen gekend waren ( b.v. het hoorspel Wanten en Dalle ) , parkeert Claus via Het Verdriet voor eeuwig in ons gemeenschappelijk geheugen .;output_part00131.sents.gz;98064_3.p.2.s.4
3;;;;Maar voor Jeanne onvoorstelbaar veel respect omdat ze voor haar idealen opkwam in een zeer turbulente tijd en die nog meer mensen naar een zoektocht hebben geleid .;output_part00114.sents.gz;94072_3.p.1.s.8
;;;;Vanuit een diep dal heeft hij zich teruggeknokt .;output_part00298.sents.gz;108920_3.p.1.s.3
5+;;;;Leuk om over de Nederlandse taal te lezen en af en toe vanuit een leuke invalshoek .;output_part00183.sents.gz;94473_3.p.1.s.1
;;;;Wil je nu een koekje ? ” ’ De humor van Roth correspondeert niet met zijn onbeschofte houding tegenover onbekenden .;output_part00228.sents.gz;103356_3.p.5.s.9
5+;;1+;5+;Een ontroerend boek met veel gevoel geschreven .;output_part00303.sents.gz;102550_3.p.1.s.6
5;;;;Daar het hier om een boek gaat voor de jongere lezers veronderstel ik dat Nienke een afkorting hiervan gemaakt heeft teneinde moeilijke woorden te vermijden .;output_part00134.sents.gz;114453_3.p.1.s.5
;;;;Ik moest tijdens het lezen denken aan de boeken van Matthew Quick die ook op meesterlijke wijze de ' maatschappelijke randgevallen ' tot onder de huid van de lezer weet te brengen .;output_part00238.sents.gz;97230_3.p.1.s.4
;;;;Het was in ieder geval mijn redding tijdens de kunstminor die ik momenteel volg .;output_part00350.sents.gz;46864_4.p.1.s.2
